time_s,integral,shift,assignment,experiment,ISTD_mg_mL,ISTD
1110,133.51,3.82,SM_B,RK-04-35zg2d,22,746.311
1140,132.101,3.82,SM_B,RK-04-35zg2d,22,762.682
1170,128.106,3.82,SM_B,RK-04-35zg2d,22,742.81
1200,125.945,3.82,SM_B,RK-04-35zg2d,22,753.248
1230,124.055,3.82,SM_B,RK-04-35zg2d,22,758.756
1260,119.428,3.82,SM_B,RK-04-35zg2d,22,746.62
1290,116.567,3.82,SM_B,RK-04-35zg2d,22,753.388
1320,115.601,3.82,SM_B,RK-04-35zg2d,22,745.111
1350,111.977,3.82,SM_B,RK-04-35zg2d,22,761.1
1380,108.112,3.82,SM_B,RK-04-35zg2d,22,763.534
1410,109.708,3.82,SM_B,RK-04-35zg2d,22,745.528
1440,104.599,3.82,SM_B,RK-04-35zg2d,22,752.327
1470,104.674,3.82,SM_B,RK-04-35zg2d,22,766.155
1500,101.743,3.82,SM_B,RK-04-35zg2d,22,748.036
1530,101.284,3.82,SM_B,RK-04-35zg2d,22,781.305
1560,96.6872,3.82,SM_B,RK-04-35zg2d,22,737.901
1590,94.8094,3.82,SM_B,RK-04-35zg2d,22,747.172
1620,93.9018,3.82,SM_B,RK-04-35zg2d,22,759.316
1650,91.3685,3.82,SM_B,RK-04-35zg2d,22,785.493
1680,88.5663,3.82,SM_B,RK-04-35zg2d,22,754.397
1710,87.5382,3.82,SM_B,RK-04-35zg2d,22,759.708
1740,84.307,3.82,SM_B,RK-04-35zg2d,22,743.006
1770,85.9217,3.82,SM_B,RK-04-35zg2d,22,746.453
1800,81.1411,3.82,SM_B,RK-04-35zg2d,22,765.719
1830,79.159,3.82,SM_B,RK-04-35zg2d,22,770.606
1860,80.9653,3.82,SM_B,RK-04-35zg2d,22,758.335
1890,77.2478,3.82,SM_B,RK-04-35zg2d,22,761.143
1920,75.387,3.82,SM_B,RK-04-35zg2d,22,736.511
1950,75.9951,3.82,SM_B,RK-04-35zg2d,22,758.114
1980,74.3559,3.82,SM_B,RK-04-35zg2d,22,744.108
2010,73.087,3.82,SM_B,RK-04-35zg2d,22,749.228
2040,68.7815,3.82,SM_B,RK-04-35zg2d,22,755.84
2070,71.2859,3.82,SM_B,RK-04-35zg2d,22,749.615
2100,67.8234,3.82,SM_B,RK-04-35zg2d,22,763.319
2130,68.1525,3.82,SM_B,RK-04-35zg2d,22,745.974
2160,65.68,3.82,SM_B,RK-04-35zg2d,22,746.698
2190,63.5997,3.82,SM_B,RK-04-35zg2d,22,751.328
2220,61.9044,3.82,SM_B,RK-04-35zg2d,22,740.563
2250,60.8847,3.82,SM_B,RK-04-35zg2d,22,751.806
2280,61.2946,3.82,SM_B,RK-04-35zg2d,22,750.085
2310,56.5684,3.82,SM_B,RK-04-35zg2d,22,738.861
2340,59.5626,3.82,SM_B,RK-04-35zg2d,22,759.974
2370,56.7125,3.82,SM_B,RK-04-35zg2d,22,759.164
2400,56.2884,3.82,SM_B,RK-04-35zg2d,22,742.51
2430,54.586,3.82,SM_B,RK-04-35zg2d,22,777.949
2460,55.4539,3.82,SM_B,RK-04-35zg2d,22,755.529
2490,52.767,3.82,SM_B,RK-04-35zg2d,22,738.581
2520,52.0282,3.82,SM_B,RK-04-35zg2d,22,755.179
2550,53.4055,3.82,SM_B,RK-04-35zg2d,22,779.509
2580,51.0632,3.82,SM_B,RK-04-35zg2d,22,743.416
2610,49.5557,3.82,SM_B,RK-04-35zg2d,22,725.526
2640,49.7015,3.82,SM_B,RK-04-35zg2d,22,735.569
2670,50.2091,3.82,SM_B,RK-04-35zg2d,22,741.38
2700,47.3249,3.82,SM_B,RK-04-35zg2d,22,756.591
2730,45.9762,3.82,SM_B,RK-04-35zg2d,22,742.889
2760,45.4263,3.82,SM_B,RK-04-35zg2d,22,740.078
2790,44.8037,3.82,SM_B,RK-04-35zg2d,22,753.743
2820,41.4189,3.82,SM_B,RK-04-35zg2d,22,743.271
2850,40.8613,3.82,SM_B,RK-04-35zg2d,22,736.281
2880,43.0721,3.82,SM_B,RK-04-35zg2d,22,742.599
2910,41.5574,3.82,SM_B,RK-04-35zg2d,22,737.642
2940,39.5666,3.82,SM_B,RK-04-35zg2d,22,737.581
2970,42.6195,3.82,SM_B,RK-04-35zg2d,22,737.983
3000,37.7835,3.82,SM_B,RK-04-35zg2d,22,723.125
3030,36.3809,3.82,SM_B,RK-04-35zg2d,22,725.308
3060,35.919,3.82,SM_B,RK-04-35zg2d,22,734.086
3090,35.6588,3.82,SM_B,RK-04-35zg2d,22,727.262
3120,35.4249,3.82,SM_B,RK-04-35zg2d,22,757.385
3150,32.4147,3.82,SM_B,RK-04-35zg2d,22,728.86
3180,36.7726,3.82,SM_B,RK-04-35zg2d,22,752.618
3210,35.7806,3.82,SM_B,RK-04-35zg2d,22,741.997
3240,33.9101,3.82,SM_B,RK-04-35zg2d,22,739.662
3270,33.4451,3.82,SM_B,RK-04-35zg2d,22,739.517
3300,33.9964,3.82,SM_B,RK-04-35zg2d,22,728.943
3330,33.656,3.82,SM_B,RK-04-35zg2d,22,739.607
3360,31.6471,3.82,SM_B,RK-04-35zg2d,22,729.38
3390,31.9548,3.82,SM_B,RK-04-35zg2d,22,746.358
3420,31.0779,3.82,SM_B,RK-04-35zg2d,22,753.673
3450,31.3908,3.82,SM_B,RK-04-35zg2d,22,754.688
3480,31.3631,3.82,SM_B,RK-04-35zg2d,22,752.216
3510,24.9855,3.82,SM_B,RK-04-35zg2d,22,722.708
3540,30.978,3.82,SM_B,RK-04-35zg2d,22,758.31
3570,27.1948,3.82,SM_B,RK-04-35zg2d,22,742.742
3600,27.0703,3.82,SM_B,RK-04-35zg2d,22,739.038
3630,27.112,3.82,SM_B,RK-04-35zg2d,22,736.795
3660,29.3164,3.82,SM_B,RK-04-35zg2d,22,742.55
3690,28.7159,3.82,SM_B,RK-04-35zg2d,22,756.04
120,300.17,2.59,SM_A,RK-04-35zg2d,22,783.904
150,291.563,2.59,SM_A,RK-04-35zg2d,22,769.737
180,283.722,2.59,SM_A,RK-04-35zg2d,22,762.946
210,277.262,2.59,SM_A,RK-04-35zg2d,22,764.502
240,271.796,2.59,SM_A,RK-04-35zg2d,22,763.333
270,264.54,2.59,SM_A,RK-04-35zg2d,22,761.902
300,259.638,2.59,SM_A,RK-04-35zg2d,22,766.55
330,255.272,2.59,SM_A,RK-04-35zg2d,22,757.75
360,250.524,2.59,SM_A,RK-04-35zg2d,22,755.673
390,242.624,2.59,SM_A,RK-04-35zg2d,22,744.504
420,240.093,2.59,SM_A,RK-04-35zg2d,22,753.142
450,232.645,2.59,SM_A,RK-04-35zg2d,22,748.9
480,230.762,2.59,SM_A,RK-04-35zg2d,22,771.225
510,226.788,2.59,SM_A,RK-04-35zg2d,22,753.972
540,225.772,2.59,SM_A,RK-04-35zg2d,22,776.607
570,220.67,2.59,SM_A,RK-04-35zg2d,22,780.796
600,217.938,2.59,SM_A,RK-04-35zg2d,22,777.656
630,208.943,2.59,SM_A,RK-04-35zg2d,22,755.413
660,204.584,2.59,SM_A,RK-04-35zg2d,22,751.689
690,201.738,2.59,SM_A,RK-04-35zg2d,22,747.002
720,199.27,2.59,SM_A,RK-04-35zg2d,22,762.439
750,195.017,2.59,SM_A,RK-04-35zg2d,22,746.048
780,193.472,2.59,SM_A,RK-04-35zg2d,22,777.606
810,187.045,2.59,SM_A,RK-04-35zg2d,22,757.928
840,184.601,2.59,SM_A,RK-04-35zg2d,22,757.779
870,179.102,2.59,SM_A,RK-04-35zg2d,22,743.564
900,174.515,2.59,SM_A,RK-04-35zg2d,22,752.908
930,176.828,2.59,SM_A,RK-04-35zg2d,22,771.504
960,171.937,2.59,SM_A,RK-04-35zg2d,22,787.249
990,166.633,2.59,SM_A,RK-04-35zg2d,22,758.27
1020,167.164,2.59,SM_A,RK-04-35zg2d,22,762.055
1050,163.935,2.59,SM_A,RK-04-35zg2d,22,783.508
1080,158.102,2.59,SM_A,RK-04-35zg2d,22,751.886
1110,155.863,2.59,SM_A,RK-04-35zg2d,22,746.311
1140,152.438,2.59,SM_A,RK-04-35zg2d,22,762.682
1170,145.557,2.59,SM_A,RK-04-35zg2d,22,742.81
1200,143.255,2.59,SM_A,RK-04-35zg2d,22,753.248
1230,146.582,2.59,SM_A,RK-04-35zg2d,22,758.756
1260,140.937,2.59,SM_A,RK-04-35zg2d,22,746.62
1290,139.245,2.59,SM_A,RK-04-35zg2d,22,753.388
1320,135.424,2.59,SM_A,RK-04-35zg2d,22,745.111
1350,133.916,2.59,SM_A,RK-04-35zg2d,22,761.1
1380,132.311,2.59,SM_A,RK-04-35zg2d,22,763.534
1410,128.747,2.59,SM_A,RK-04-35zg2d,22,745.528
1440,126.527,2.59,SM_A,RK-04-35zg2d,22,752.327
1470,127.341,2.59,SM_A,RK-04-35zg2d,22,766.155
1500,122.327,2.59,SM_A,RK-04-35zg2d,22,748.036
1530,119.174,2.59,SM_A,RK-04-35zg2d,22,781.305
1560,118.28,2.59,SM_A,RK-04-35zg2d,22,737.901
1590,113.561,2.59,SM_A,RK-04-35zg2d,22,747.172
1620,114.84,2.59,SM_A,RK-04-35zg2d,22,759.316
1650,113.119,2.59,SM_A,RK-04-35zg2d,22,785.493
1680,107.665,2.59,SM_A,RK-04-35zg2d,22,754.397
1710,110.402,2.59,SM_A,RK-04-35zg2d,22,759.708
1740,104.088,2.59,SM_A,RK-04-35zg2d,22,743.006
1770,105.874,2.59,SM_A,RK-04-35zg2d,22,746.453
1800,105.393,2.59,SM_A,RK-04-35zg2d,22,765.719
1830,103.105,2.59,SM_A,RK-04-35zg2d,22,770.606
1860,100.125,2.59,SM_A,RK-04-35zg2d,22,758.335
1890,97.9659,2.59,SM_A,RK-04-35zg2d,22,761.143
1920,96.3414,2.59,SM_A,RK-04-35zg2d,22,736.511
1950,96.9847,2.59,SM_A,RK-04-35zg2d,22,758.114
1980,92.6124,2.59,SM_A,RK-04-35zg2d,22,744.108
2010,90.9723,2.59,SM_A,RK-04-35zg2d,22,749.228
2040,87.1111,2.59,SM_A,RK-04-35zg2d,22,755.84
2070,89.4841,2.59,SM_A,RK-04-35zg2d,22,749.615
2100,86.7136,2.59,SM_A,RK-04-35zg2d,22,763.319
2130,87.3453,2.59,SM_A,RK-04-35zg2d,22,745.974
2160,87.1165,2.59,SM_A,RK-04-35zg2d,22,746.698
2190,82.9189,2.59,SM_A,RK-04-35zg2d,22,751.328
2220,82.3625,2.59,SM_A,RK-04-35zg2d,22,740.563
2250,82.0298,2.59,SM_A,RK-04-35zg2d,22,751.806
2280,81.0019,2.59,SM_A,RK-04-35zg2d,22,750.085
2310,78.5669,2.59,SM_A,RK-04-35zg2d,22,738.861
2340,79.9461,2.59,SM_A,RK-04-35zg2d,22,759.974
2370,76.7954,2.59,SM_A,RK-04-35zg2d,22,759.164
2400,76.0504,2.59,SM_A,RK-04-35zg2d,22,742.51
2430,74.3339,2.59,SM_A,RK-04-35zg2d,22,777.949
2460,72.8585,2.59,SM_A,RK-04-35zg2d,22,755.529
2490,72.5896,2.59,SM_A,RK-04-35zg2d,22,738.581
2520,71.0704,2.59,SM_A,RK-04-35zg2d,22,755.179
2550,72.1423,2.59,SM_A,RK-04-35zg2d,22,779.509
2580,69.5445,2.59,SM_A,RK-04-35zg2d,22,743.416
2610,65.8916,2.59,SM_A,RK-04-35zg2d,22,725.526
2640,66.4557,2.59,SM_A,RK-04-35zg2d,22,735.569
2670,66.2425,2.59,SM_A,RK-04-35zg2d,22,741.38
2700,67.5293,2.59,SM_A,RK-04-35zg2d,22,756.591
2730,65.995,2.59,SM_A,RK-04-35zg2d,22,742.889
2760,62.5235,2.59,SM_A,RK-04-35zg2d,22,740.078
2790,62.1306,2.59,SM_A,RK-04-35zg2d,22,753.743
2820,62.6741,2.59,SM_A,RK-04-35zg2d,22,743.271
2850,59.7096,2.59,SM_A,RK-04-35zg2d,22,736.281
2880,60.3995,2.59,SM_A,RK-04-35zg2d,22,742.599
2910,61.1397,2.59,SM_A,RK-04-35zg2d,22,737.642
2940,58.7583,2.59,SM_A,RK-04-35zg2d,22,737.581
2970,59.5821,2.59,SM_A,RK-04-35zg2d,22,737.983
3000,56.1663,2.59,SM_A,RK-04-35zg2d,22,723.125
3030,56.9227,2.59,SM_A,RK-04-35zg2d,22,725.308
3060,55.7964,2.59,SM_A,RK-04-35zg2d,22,734.086
3090,55.4709,2.59,SM_A,RK-04-35zg2d,22,727.262
3120,55.6972,2.59,SM_A,RK-04-35zg2d,22,757.385
3150,52.8248,2.59,SM_A,RK-04-35zg2d,22,728.86
3180,54.732,2.59,SM_A,RK-04-35zg2d,22,752.618
3210,52.9376,2.59,SM_A,RK-04-35zg2d,22,741.997
3240,52.9726,2.59,SM_A,RK-04-35zg2d,22,739.662
3270,52.4003,2.59,SM_A,RK-04-35zg2d,22,739.517
3300,49.2504,2.59,SM_A,RK-04-35zg2d,22,728.943
3330,50.1307,2.59,SM_A,RK-04-35zg2d,22,739.607
3360,51.5531,2.59,SM_A,RK-04-35zg2d,22,729.38
3390,50.0638,2.59,SM_A,RK-04-35zg2d,22,746.358
3420,49.3034,2.59,SM_A,RK-04-35zg2d,22,753.673
3450,48.6322,2.59,SM_A,RK-04-35zg2d,22,754.688
3480,48.8049,2.59,SM_A,RK-04-35zg2d,22,752.216
3510,46.7055,2.59,SM_A,RK-04-35zg2d,22,722.708
3540,48.2104,2.59,SM_A,RK-04-35zg2d,22,758.31
3570,47.2711,2.59,SM_A,RK-04-35zg2d,22,742.742
3600,48.2703,2.59,SM_A,RK-04-35zg2d,22,739.038
3630,46.4912,2.59,SM_A,RK-04-35zg2d,22,736.795
3660,48.2196,2.59,SM_A,RK-04-35zg2d,22,742.55
3690,46.4092,2.59,SM_A,RK-04-35zg2d,22,756.04
